State,Year,Rainfall_mm
SUBDIVISION,YEAR,ANNUAL
KERALA,1978,3176.70
KERALA,1979,2503.00
KERALA,1980,2803.40
KERALA,1981,3005.90
KERALA,1982,2223.30
KERALA,1983,2320.30
KERALA,1984,2762.10
KERALA,1985,2390.50
KERALA,1986,2093.20
KERALA,1987,2137.60
KERALA,1988,2403.50
KERALA,1989,2422.70
KERALA,1990,2693.10
KERALA,1991,3184.50
KERALA,1992,3239.50
KERALA,1993,2717.70
KERALA,1994,3410.80
KERALA,1995,2858.80
KERALA,1996,2610.00
KERALA,1997,3252.40
KERALA,1998,3151.50
KERALA,1999,2914.60
KERALA,2000,2412.60
KERALA,2001,2931.10
KERALA,2002,2507.40
KERALA,2003,2394.90
KERALA,2004,2886.10
KERALA,2005,3031.10
KERALA,2006,3420.60
KERALA,2007,3489.60
KERALA,2008,2524.50
KERALA,2009,2810.60
KERALA,2010,3131.80
KERALA,2011,3035.10
KERALA,2012,2151.10
KERALA,2013,3255.40
KERALA,2014,3046.40
KERALA,2015,2600.60
LAKSHADWEEP,1901,1459.20
LAKSHADWEEP,1902,2158.80
LAKSHADWEEP,1903,
LAKSHADWEEP,1904,1176.90
LAKSHADWEEP,1905,1574.90
LAKSHADWEEP,1906,1811.60
LAKSHADWEEP,1907,1458.80
LAKSHADWEEP,1908,1959.10
LAKSHADWEEP,1909,1463.50
LAKSHADWEEP,1910,1849.20
LAKSHADWEEP,1911,1687.70
LAKSHADWEEP,1912,1654.90
LAKSHADWEEP,1913,1518.50
LAKSHADWEEP,1914,2034.00
LAKSHADWEEP,1915,1545.50
LAKSHADWEEP,1916,1398.50
LAKSHADWEEP,1917,
LAKSHADWEEP,1919,1926.50
LAKSHADWEEP,1920,
LAKSHADWEEP,1921,
LAKSHADWEEP,1922,1928.50
LAKSHADWEEP,1923,1572.20
LAKSHADWEEP,1924,1972.00
LAKSHADWEEP,1925,1676.90
LAKSHADWEEP,1926,1836.20
LAKSHADWEEP,1927,
LAKSHADWEEP,1928,
LAKSHADWEEP,1929,
LAKSHADWEEP,1930,1258.40
LAKSHADWEEP,1931,
LAKSHADWEEP,1932,1893.70
LAKSHADWEEP,1933,2314.10
LAKSHADWEEP,1934,1087.90
LAKSHADWEEP,1935,1529.20
LAKSHADWEEP,1936,1744.10
LAKSHADWEEP,1937,1443.60
LAKSHADWEEP,1938,1547.60
LAKSHADWEEP,1939,1207.30
LAKSHADWEEP,1940,1406.70
LAKSHADWEEP,1941,1163.40
LAKSHADWEEP,1942,1786.20
LAKSHADWEEP,1943,
LAKSHADWEEP,1944,1668.10
LAKSHADWEEP,1945,1321.30
LAKSHADWEEP,1946,
LAKSHADWEEP,1947,1755.90
LAKSHADWEEP,1948,1325.30
LAKSHADWEEP,1949,
LAKSHADWEEP,1950,1494.10
LAKSHADWEEP,1951,1715.30
LAKSHADWEEP,1952,1124.50
LAKSHADWEEP,1953,1606.20
LAKSHADWEEP,1954,1555.50
LAKSHADWEEP,1955,1548.30
LAKSHADWEEP,1956,1287.40
LAKSHADWEEP,1957,1347.20
LAKSHADWEEP,1958,992.60
LAKSHADWEEP,1959,1583.60
LAKSHADWEEP,1960,1901.80
LAKSHADWEEP,1961,2235.30
LAKSHADWEEP,1962,1586.60
LAKSHADWEEP,1963,1902.10
LAKSHADWEEP,1964,1651.70
LAKSHADWEEP,1965,1405.90
LAKSHADWEEP,1966,1741.50
LAKSHADWEEP,1967,1287.30
LAKSHADWEEP,1968,1344.40
LAKSHADWEEP,1969,1416.10
LAKSHADWEEP,1970,1783.00
LAKSHADWEEP,1971,1901.40
LAKSHADWEEP,1972,1287.60
LAKSHADWEEP,1973,1557.40
LAKSHADWEEP,1974,1511.30
LAKSHADWEEP,1975,1890.50
LAKSHADWEEP,1976,1502.10
LAKSHADWEEP,1977,1848.20
LAKSHADWEEP,1978,1967.40
LAKSHADWEEP,1979,1825.40
LAKSHADWEEP,1980,1211.70
LAKSHADWEEP,1981,1617.40
LAKSHADWEEP,1982,1392.00
LAKSHADWEEP,1983,1403.20
LAKSHADWEEP,1984,1591.60
LAKSHADWEEP,1985,1303.40
LAKSHADWEEP,1986,1465.90
LAKSHADWEEP,1987,1288.60
LAKSHADWEEP,1988,1450.80
LAKSHADWEEP,1989,1714.40
LAKSHADWEEP,1990,1310.50
LAKSHADWEEP,1991,1583.00
LAKSHADWEEP,1992,1534.90
LAKSHADWEEP,1993,1449.70
LAKSHADWEEP,1994,1547.10
LAKSHADWEEP,1995,2030.90
LAKSHADWEEP,1996,1606.00
LAKSHADWEEP,1997,1764.70
LAKSHADWEEP,1998,1986.90
LAKSHADWEEP,1999,1857.30
LAKSHADWEEP,2000,1372.10
LAKSHADWEEP,2001,1380.60
LAKSHADWEEP,2002,1033.50
LAKSHADWEEP,2003,1532.90
LAKSHADWEEP,2004,1553.20
LAKSHADWEEP,2005,1575.40
LAKSHADWEEP,2006,1598.60
LAKSHADWEEP,2007,2361.60
LAKSHADWEEP,2008,1726.80
LAKSHADWEEP,2009,1570.10
LAKSHADWEEP,2010,1725.20
LAKSHADWEEP,2011,1533.70
LAKSHADWEEP,2012,1405.50
LAKSHADWEEP,2013,1426.30
LAKSHADWEEP,2014,1395.00
LAKSHADWEEP,2015,1642.90
